SKU_ID,SKU_Name,Category,Sub_Category,Brand,Tax_Percent,Unit_Cost,MRP
SKU00586,BabyBloom Pulses 200ml,Groceries,Pulses,BabyBloom,5,37.89,58.34
SKU00587,Snackify Biscuits 500g,Snacks,Biscuits,Snackify,12,30.7,51.55
SKU00588,BabyBloom Chips 200ml,Snacks,Chips,Unknown,12,37.62,50.43
SKU00589,Snackify Cheese 1L,Dairy,Cheese,Snackify,5,60.86,106.69
SKU00590,UrbanLeaf Atta 750ml,Groceries,Atta,UrbanLeaf,5,25.72,37.63
SKU00591,Nestora Ready Meals 500g,Frozen,Ready Meals,Nestora,18,138.6,234.5
SKU00592,CleanPro Edible Oil Combo,Groceries,Edible Oil,CleanPro,5,83.86,118.33
SKU00593,Nestora Energy Drink Combo,Beverages,Energy Drink,Nestora,12,174.6,231.22
SKU00594,FreshCo Cheese 2L,Dairy,Cheese,FreshCo,5,208.25,299.6
SKU00595,DailyDairy Spices 500g,Groceries,Spices,DailyDairy,5,185.31,300.41
SKU00596,CleanPro Tea 250g,Beverages,Tea,CleanPro,12,194.14,340.9
SKU00597,Nestora Shampoo Combo,Personal Care,Shampoo,Nestora,18,192.07,292.59
SKU00598,FrostBite Tea Combo,Beverages,Tea,FrostBite,12,65.95,94.54
SKU-00503,FreshCo Skin Care 2L,Personal Care,Skin Care,FreshCo,18,79.4,139.94
SKU00600,Snackify Toothpaste Combo,Personal Care,Toothpaste,Snackify,18,69.81,115.69
SKU00601,DailyDairy Juice 1kg,Beverages,Juice,DailyDairy,12,145.51,218.08
SKU00602,HealthHub Soft Drink Combo,Beverages,Soft Drink,HealthHub,12,109.54,176.25
SKU00603,DailyDairy Freshener 2L,Home Care,Freshener,DailyDairy,18,82.55,114.75
SKU00604,BabyBloom Chocolate 100g,Snacks,Chocolate,BabyBloom,12,34.64,52.79
SKU00605,CleanPro Baby Lotion 500g,Baby Care,Baby Lotion,CleanPro,5,69.51,102.19
SKU00606,DailyDairy Floor Cleaner 1L,Home Care,Floor Cleaner,DailyDairy,18,121.97,168.94
SKU00607,Snackify Meat 500g,Frozen,Meat,Snackify,18,134.7,174.93
SKU00608,DailyDairy Biscuits 250g,Snacks,Biscuits,DailyDairy,12,29.97,41.22
SKU00609,CleanPro Chocolate 100g,Snacks,Chocolate,CleanPro,12,40,67.58
SKU00610,Nestora Floor Cleaner 500g,Home Care,Floor Cleaner,Nestora,18,94.73,158
SKU00611,FreshCo Deodorant Combo,Personal Care,Deodorant,FreshCo,18,90.16,134.43
SKU00612,Nestora Chocolate 2L,Snacks,Chocolate,Nestora,12,96.41,167.23
SKU00613,AquaFizz Ready Meals 1kg,Frozen,Ready Meals,AquaFizz,18,53.89,72.05
SKU00614,Snackify Dishwash 250g,Home Care,Dishwash,Snackify,18,90.44,149.58
SKU00615,DailyDairy Biscuits Combo,Snacks,Biscuits,DailyDairy,12,155.73,260
SKU00616,FreshCo Energy Drink Pack,Beverages,Energy Drink,FreshCo,12,48.93,62.97
SKU00617,Snackify Coffee 1kg,Beverages,Coffee,Snackify,12,63.25,109.18
SKU00618,BabyBloom Spices Combo,Groceries,Spices,BabyBloom,5,165.41,277.19
SKU00619,Snackify Butter Combo,Dairy,Butter,Snackify,5,71.96,108.33
SKU00620,CleanPro Skin Care Combo,Personal Care,Skin Care,CleanPro,18,176.66,268.87
SKU00621,FrostBite Butter Pack,Dairy,Butter,FrostBite,5,145.03,227.89
SKU00622,CleanPro Juice 250g,Beverages,Juice,CleanPro,12,68.75,104.04
SKU00623,BabyBloom Meat Combo,Frozen,Meat,BabyBloom,18,84.79,108.54
SKU00624,Nestora Frozen Snacks Pack,Frozen,Frozen Snacks,Nestora,18,91.22,135.66
SKU00625,CleanPro Ready Meals 200ml,Frozen,Ready Meals,CleanPro,18,71.4,123.22
SKU00626,Snackify Coffee Combo,Beverages,Coffee,Snackify,12,66.01,101.92
SKU00627,DailyDairy Meat 1kg,Frozen,Meat,DailyDairy,18,87.11,120.61
SKU00628,HealthHub Namkeen 1L,Snacks,Namkeen,HealthHub,12,27.95,48.9
SKU00629,Snackify Biscuits 500g,Snacks,Biscuits,Snackify,12,24.48,36.34
SKU00630,CleanPro Rice Combo,Groceries,Rice,CleanPro,5,47.11,63.66
SKU00631,BabyBloom Baby Food 100g,Baby Care,Baby Food,BabyBloom,5,64.4,101.59
SKU00632,BabyBloom Meat 750ml,Frozen,Meat,BabyBloom,18,47.3,63.66
SKU00633,AquaFizz Ready Meals 500g,Frozen,Ready Meals,AquaFizz,18,95.22,151.7
SKU00634,Nestora Chocolate 1kg,Snacks,Chocolate,Nestora,12,45.66,74.09
SKU00635,Snackify Detergent 250g,Home Care,Detergent,Snackify,18,116.13,157.46
SKU00636,HealthHub Meat 200ml,Frozen,Meat,HealthHub,18,25.95,36.93
SKU00637,FrostBite Freshener 750ml,Home Care,Freshener,FrostBite,18,50.47,79.41
SKU00638,HealthHub Powder 250g,Baby Care,Powder,HealthHub,5,31.86,43.68
SKU00639,AquaFizz Curd 250g,Dairy,Curd,AquaFizz,5,221.94,377.72
SKU00640,CleanPro Chips 2L,Snacks,Chips,CleanPro,12,24.49,40.46
SKU00641,CleanPro Shampoo 250g,Personal Care,Shampoo,CleanPro,18,78.27,105.39
SKU00642,BabyBloom Frozen Veg 100g,Frozen,Frozen Veg,BabyBloom,18,101.8,160.23
SKU00643,DailyDairy Tissues 750ml,Home Care,Tissues,DailyDairy,18,15.06,23.57
SKU00644,HealthHub Shampoo Combo,Personal Care,Shampoo,HealthHub,18,159.31,231.86
SKU00645,HealthHub Cheese 500g,Dairy,Cheese,HealthHub,5,124.15,200.05
SKU00646,Nestora Ice Cream 100g,Frozen,Ice Cream,Nestora,18,31.64,47.03
SKU00647,Snackify Pulses 1kg,Groceries,Pulses,Snackify,5,48.48,72.45
SKU00648,DailyDairy Rice 200ml,Groceries,Rice,DailyDairy,5,116.01,170.16
SKU00649,HealthHub Powder 100g,Baby Care,Powder,HealthHub,5,36.6,57.3
SKU00650,DailyDairy Deodorant 750ml,Personal Care,Deodorant,DailyDairy,18,87.03,108.84
SKU00651,UrbanLeaf Curd 2L,Dairy,Curd,UrbanLeaf,5,52.21,82.52
SKU00652,FreshCo Milk 1kg,Dairy,Milk,FreshCo,5,67.67,89.04
SKU00653,FrostBite Deodorant Pack,Personal Care,Deodorant,FrostBite,18,34.8,47.85
SKU00654,Nestora Ice Cream Combo,Frozen,Ice Cream,Nestora,18,80.93,120.15
SKU00655,DailyDairy Biscuits 250g,Snacks,Biscuits,DailyDairy,12,85.38,117.39
SKU00656,Nestora Coffee 100g,Beverages,Coffee,Nestora,12,81.15,129.13
SKU00657,FreshCo Paneer 250g,Dairy,Paneer,FreshCo,5,102.66,142.62
SKU00658,HealthHub Freshener 750ml,Home Care,Freshener,HealthHub,18,147.53,265.19
SKU00659,DailyDairy Rice 750ml,Groceries,Rice,DailyDairy,5,49.49,88.59
SKU00660,Nestora Spices Combo,Groceries,Spices,Nestora,5,73.7,105.58
SKU00661,DailyDairy Dishwash 500g,Home Care,Dishwash,DailyDairy,18,149.38,261.62
SKU00662,UrbanLeaf Deodorant 250g,Personal Care,Deodorant,UrbanLeaf,18,45.63,79.89
SKU00663,CleanPro Spices 750ml,Groceries,Spices,CleanPro,5,38.21,52.05
SKU00664,FreshCo Soft Drink 1L,Beverages,Soft Drink,FreshCo,12,77.45,112.81
SKU00665,DailyDairy Meat 750ml,Frozen,Meat,DailyDairy,18,61.87,83.75
SKU00666,FrostBite Soft Drink 500g,Beverages,Soft Drink,FrostBite,12,28.37,39.03
SKU00667,UrbanLeaf Detergent 200ml,Home Care,Detergent,UrbanLeaf,18,101.04,155.55
SKU00668,UrbanLeaf Chocolate 500g,Snacks,Chocolate,UrbanLeaf,12,85.28,130.16
SKU00669,BabyBloom Soft Drink 250g,Beverages,Soft Drink,BabyBloom,12,130.41,195.41
SKU00670,BabyBloom Cheese 750ml,Dairy,Cheese,BabyBloom,5,55.66,75.66
SKU00671,FreshCo Chocolate 1kg,Snacks,Chocolate,FreshCo,12,81.15,125.25
SKU00672,BabyBloom Frozen Snacks 1L,Frozen,Frozen Snacks,BabyBloom,18,226.3,400.68
SKU00673,FrostBite Frozen Veg 100g,Frozen,Frozen Veg,FrostBite,18,187.05,270.83
SKU00674,Snackify Biscuits 500g,Snacks,Biscuits,Snackify,12,142.79,232.48
SKU00675,AquaFizz Tea 200ml,Beverages,Tea,AquaFizz,12,154.61,212.87
SKU00676,FreshCo Dishwash 1L,Home Care,Dishwash,FreshCo,18,87.38,145.39
SKU00677,UrbanLeaf Energy Drink 2L,Beverages,Energy Drink,UrbanLeaf,12,46.66,73.11
SKU00678,DailyDairy Baby Lotion 200ml,Baby Care,Baby Lotion,DailyDairy,5,191,335.15
SKU00679,DailyDairy Namkeen 750ml,Snacks,Namkeen,DailyDairy,12,56.29,72.78
SKU00680,DailyDairy Meat 100g,Frozen,Meat,DailyDairy,18,226.49,364.9
SKU00681,DailyDairy Powder 1L,Baby Care,Powder,DailyDairy,5,74.34,110.16
SKU00682,CleanPro Wipes Combo,Baby Care,Wipes,CleanPro,5,106.65,154.99
SKU00683,AquaFizz Powder 2L,Baby Care,Powder,AquaFizz,5,135.08,193.6
SKU00684,HealthHub Freshener 2L,Home Care,Freshener,HealthHub,18,66.03,115.31
SKU00685,FreshCo Dishwash 2L,Home Care,Dishwash,FreshCo,18,126.49,175.69
SKU00686,CleanPro Paneer 750ml,Dairy,Paneer,CleanPro,5,214.94,343.34
SKU00687,UrbanLeaf Edible Oil 100g,Groceries,Edible Oil,UrbanLeaf,5,42.85,54.18
SKU00688,FreshCo Spices 200ml,Groceries,Spices,FreshCo,5,105.39,187.58
SKU00689,DailyDairy Floor Cleaner 1kg,Home Care,Floor Cleaner,DailyDairy,18,53.53,90.52
SKU00690,AquaFizz Paneer 2L,Dairy,Paneer,AquaFizz,5,126.41,205.95
SKU00691,FreshCo Coffee 100g,Beverages,Coffee,FreshCo,12,112.75,173.11
SKU00692,CleanPro Curd 200ml,Dairy,Curd,CleanPro,5,58.21,84.29
SKU00693,AquaFizz Frozen Snacks 750ml,Frozen,Frozen Snacks,AquaFizz,18,79.54,118.49
SKU00694,CleanPro Wipes 200ml,Baby Care,Wipes,CleanPro,5,151.94,245.02
SKU00695,AquaFizz Pulses 750ml,Groceries,Pulses,AquaFizz,5,93.73,143.39
SKU00696,DailyDairy Spices 750ml,Groceries,Spices,DailyDairy,5,95.86,166.94
SKU00697,UrbanLeaf Chips 100g,Snacks,Chips,UrbanLeaf,12,105.03,150.05
SKU00698,HealthHub Cheese 1L,Dairy,Cheese,HealthHub,5,37.06,63.92
SKU00699,Nestora Spices Combo,Groceries,Spices,Nestora,5,60.26,85.3
SKU00700,DailyDairy Skin Care 100g,Personal Care,Skin Care,DailyDairy,18,61.47,81.74
SKU00701,Nestora Skin Care 2L,Personal Care,Skin Care,Nestora,18,29.07,38.37
SKU00702,HealthHub Coffee 1L,Beverages,Coffee,HealthHub,12,81.89,114.33
SKU00703,CleanPro Powder 750ml,Baby Care,Powder,CleanPro,5,201.77,353.98
SKU00704,FreshCo Chips 100g,Snacks,Chips,FreshCo,12,19.43,32.84
SKU00705,HealthHub Edible Oil 500g,Groceries,Edible Oil,HealthHub,5,57.86,95.73
SKU00706,Nestora Detergent 250g,Home Care,Detergent,Nestora,18,33.31,47.25
SKU00707,FreshCo Floor Cleaner 750ml,Home Care,Floor Cleaner,FreshCo,18,47.66,65.25
SKU00708,DailyDairy Meat 100g,Frozen,Meat,Unknown,18,60.35,87.44
SKU00709,Snackify Cheese Pack,Dairy,Cheese,Snackify,5,123.79,200.22
SKU00710,FrostBite Instant Noodles 2L,Snacks,Instant Noodles,FrostBite,12,60.03,80.4
SKU00711,Snackify Atta 2L,Groceries,Atta,Snackify,5,60.47,93.16
SKU00712,DailyDairy Skin Care 500g,Personal Care,Skin Care,DailyDairy,18,112.74,163.79
SKU00713,BabyBloom Coffee 200ml,Beverages,Coffee,BabyBloom,12,64.58,107.71
SKU00714,CleanPro Tissues 1L,Home Care,Tissues,CleanPro,18,71.72,115.05
SKU00715,AquaFizz Atta 250g,Groceries,Atta,AquaFizz,5,27.49,36.62
SKU00716,DailyDairy Ice Cream 100g,Frozen,Ice Cream,DailyDairy,18,87.65,124.46
SKU00717,FrostBite Soap Pack,Personal Care,Soap,FrostBite,18,40.4,68.45
SKU00718,Nestora Dishwash 2L,Home Care,Dishwash,Nestora,18,95.65,166.23
SKU00719,AquaFizz Wipes 100g,Baby Care,Wipes,AquaFizz,5,66.36,101.6
SKU00720,HealthHub Soap Combo,Personal Care,Soap,HealthHub,18,20.88,35.6
SKU00721,FreshCo Floor Cleaner 2L,Home Care,Floor Cleaner,FreshCo,18,46.59,63.63
SKU-04416,UrbanLeaf Frozen Veg Combo,Frozen,Frozen Veg,UrbanLeaf,18,169.9,250.32
SKU00723,DailyDairy Baby Lotion 1kg,Baby Care,Baby Lotion,DailyDairy,5,186.77,299.56
SKU00724,AquaFizz Tea Pack,Beverages,Tea,AquaFizz,12,69.11,87.44
SKU00725,Nestora Detergent 100g,Home Care,Detergent,Nestora,18,201.73,310.92
SKU00726,FreshCo Coffee 100g,Beverages,Coffee,FreshCo,12,38.55,66.27
SKU00727,UrbanLeaf Diapers 250g,Baby Care,Diapers,UrbanLeaf,5,32.81,44.8
SKU00728,HealthHub Baby Lotion 250g,Baby Care,Baby Lotion,HealthHub,5,102.69,129.03
SKU00729,BabyBloom Coffee 1kg,Beverages,Coffee,BabyBloom,12,111.3,178.77
SKU00730,FrostBite Rice Pack,Groceries,Rice,FrostBite,5,76.3,123.1
SKU00731,HealthHub Cheese 100g,Dairy,Cheese,HealthHub,5,60.57,83.8
SKU00732,Snackify Butter Pack,Dairy,Butter,Snackify,5,53.45,76.41
SKU00733,AquaFizz Tissues 500g,Home Care,Tissues,AquaFizz,18,25.44,36.61
SKU00734,CleanPro Chips Combo,Snacks,Chips,CleanPro,12,129.56,167.89
SKU00735,FreshCo Coffee 200ml,Beverages,Coffee,FreshCo,12,143.09,237.43
SKU00736,Snackify Rice 200ml,Groceries,Rice,Snackify,5,61.12,83.61
SKU00737,UrbanLeaf Juice 2L,Beverages,Juice,UrbanLeaf,12,31.64,52.98
SKU00738,CleanPro Shampoo Combo,Personal Care,Shampoo,CleanPro,18,78.91,126.91
SKU00739,UrbanLeaf Chocolate 250g,Snacks,Chocolate,UrbanLeaf,12,23.24,30.38
SKU00740,AquaFizz Biscuits 200ml,Snacks,Biscuits,Unknown,12,32.11,53.35
SKU00741,DailyDairy Namkeen 500g,Snacks,Namkeen,DailyDairy,12,167.55,222.69
SKU00742,HealthHub Rice 750ml,Groceries,Rice,HealthHub,5,114.92,185.26
SKU00743,FrostBite Atta 750ml,Groceries,Atta,FrostBite,5,61.38,79.34
SKU00744,CleanPro Wipes Combo,Baby Care,Wipes,CleanPro,5,40.58,63.68
SKU00745,DailyDairy Curd 200ml,Dairy,Curd,DailyDairy,5,67.99,101.6
SKU00746,Snackify Skin Care 1kg,Personal Care,Skin Care,Snackify,18,65.62,100.94
SKU00747,FrostBite Spices 1L,Groceries,Spices,FrostBite,5,61.97,102.98
SKU00748,Nestora Floor Cleaner 500g,Home Care,Floor Cleaner,Nestora,18,31.05,51.42
SKU00749,CleanPro Frozen Veg 1kg,Frozen,Frozen Veg,CleanPro,18,67.3,85.81
SKU00750,Snackify Edible Oil 250g,Groceries,Edible Oil,Snackify,5,60.7,81.33
SKU00751,Nestora Butter 200ml,Dairy,Butter,Nestora,5,63.1,112.96
SKU00752,CleanPro Skin Care 500g,Personal Care,Skin Care,CleanPro,18,50.05,74.66
SKU00753,AquaFizz Powder Combo,Baby Care,Powder,AquaFizz,5,16.82,28.63
SKU00754,FreshCo Freshener 2L,Home Care,Freshener,FreshCo,18,116.22,180.48
SKU-04868,FrostBite Instant Noodles 750ml,Snacks,Instant Noodles,FrostBite,12,94.89,158.97
SKU00756,HealthHub Skin Care Combo,Personal Care,Skin Care,HealthHub,18,39.32,50.68
SKU00757,AquaFizz Milk Combo,Dairy,Milk,AquaFizz,5,265.44,405.03
SKU00758,HealthHub Energy Drink 750ml,Beverages,Energy Drink,HealthHub,12,24.34,40.5
SKU00759,UrbanLeaf Chocolate 100g,Snacks,Chocolate,UrbanLeaf,12,32.42,47.93
SKU00760,Nestora Instant Noodles 1L,Snacks,Instant Noodles,Nestora,12,52.62,86.48
SKU00761,FreshCo Freshener 200ml,Home Care,Freshener,FreshCo,18,119.92,204.71
SKU00762,HealthHub Instant Noodles 750ml,Snacks,Instant Noodles,HealthHub,12,19.44,33.01
SKU00763,DailyDairy Instant Noodles Combo,Snacks,Instant Noodles,DailyDairy,12,153.82,209.65
SKU00764,CleanPro Baby Lotion 1kg,Baby Care,Baby Lotion,CleanPro,5,226.93,396.9
SKU00765,DailyDairy Dishwash 2L,Home Care,Dishwash,DailyDairy,18,129.08,202.69
SKU00766,CleanPro Curd 1kg,Dairy,Curd,CleanPro,5,318.5,430.25
SKU00767,CleanPro Tissues Pack,Home Care,Tissues,CleanPro,18,88.56,149.31
SKU00768,FrostBite Tissues 1L,Home Care,Tissues,FrostBite,18,73.37,101.98
SKU00769,HealthHub Paneer Combo,Dairy,Paneer,HealthHub,5,32.24,46.2
SKU00770,FreshCo Butter Pack,Dairy,Butter,FreshCo,5,90.77,134.25
SKU00771,BabyBloom Deodorant 2L,Personal Care,Deodorant,BabyBloom,18,177.85,271.75
SKU00772,FreshCo Paneer Pack,Dairy,Paneer,FreshCo,5,104.71,140.82
SKU00773,UrbanLeaf Meat 1L,Frozen,Meat,UrbanLeaf,18,90.06,154.68
SKU00774,UrbanLeaf Diapers 250g,Baby Care,Diapers,UrbanLeaf,5,51.01,86.76
SKU00775,DailyDairy Spices 500g,Groceries,Spices,DailyDairy,5,158.77,225.09
SKU00776,Nestora Chips Combo,Snacks,Chips,Nestora,12,100.19,178.7
SKU00777,CleanPro Freshener 1kg,Home Care,Freshener,CleanPro,18,68.69,88.09
SKU00778,FreshCo Skin Care Combo,Personal Care,Skin Care,FreshCo,18,24.97,32.89
SKU00779,FreshCo Tissues 250g,Home Care,Tissues,FreshCo,18,35.25,58.91
SKU00780,AquaFizz Toothpaste 500g,Personal Care,Toothpaste,AquaFizz,18,69.6,96.28
SKU00781,DailyDairy Tea 250g,Beverages,Tea,DailyDairy,12,212.96,290.63
SKU00782,Nestora Chocolate Combo,Snacks,Chocolate,Nestora,12,27.05,34.15
SKU00783,AquaFizz Chips 2L,Snacks,Chips,AquaFizz,12,41.88,59.93
SKU00784,FreshCo Instant Noodles 500g,Snacks,Instant Noodles,FreshCo,12,101.35,130.87
SKU00785,AquaFizz Floor Cleaner 1L,Home Care,Floor Cleaner,AquaFizz,18,126.51,202.51
SKU00786,HealthHub Diapers Pack,Baby Care,Diapers,HealthHub,5,201.25,252.25
SKU00787,FrostBite Milk 1kg,Dairy,Milk,FrostBite,5,85.7,127.7
SKU00788,UrbanLeaf Cheese 200ml,Dairy,Cheese,UrbanLeaf,5,108.11,187.79
SKU00789,UrbanLeaf Soft Drink Combo,Beverages,Soft Drink,UrbanLeaf,12,81.18,126.69
SKU00790,CleanPro Energy Drink Pack,Beverages,Energy Drink,CleanPro,12,81.72,116.97
SKU00791,AquaFizz Rice 200ml,Groceries,Rice,AquaFizz,5,52.33,68.53
SKU00792,FrostBite Powder 500g,Baby Care,Powder,FrostBite,5,150.53,267.17
SKU00793,UrbanLeaf Rice Combo,Groceries,Rice,UrbanLeaf,5,246.39,310.47
SKU00794,UrbanLeaf Ready Meals Pack,Frozen,Ready Meals,UrbanLeaf,18,98.04,149.5
SKU00795,HealthHub Frozen Veg 2L,Frozen,Frozen Veg,HealthHub,18,67.42,97.94
SKU00796,AquaFizz Cheese 2L,Dairy,Cheese,AquaFizz,5,49.69,83.12
SKU00797,UrbanLeaf Floor Cleaner Combo,Home Care,Floor Cleaner,UrbanLeaf,18,41.23,64.92
SKU00798,UrbanLeaf Atta 250g,Groceries,Atta,UrbanLeaf,5,145.6,257.15
SKU00799,HealthHub Baby Food Pack,Baby Care,Baby Food,HealthHub,5,65.9,116.88
SKU00800,AquaFizz Frozen Snacks 500g,Frozen,Frozen Snacks,AquaFizz,18,21.29,35.13
SKU00801,FrostBite Instant Noodles 250g,Snacks,Instant Noodles,FrostBite,12,94.76,143.28
SKU00802,DailyDairy Detergent Pack,Home Care,Detergent,DailyDairy,18,70.21,108.38
SKU00803,UrbanLeaf Atta 100g,Groceries,Atta,UrbanLeaf,5,110.42,193.83
SKU00804,FreshCo Frozen Snacks 2L,Frozen,Frozen Snacks,FreshCo,18,27.02,44.71
SKU00805,HealthHub Juice Combo,Beverages,Juice,HealthHub,12,51.71,85.93
SKU00806,BabyBloom Shampoo 1kg,Personal Care,Shampoo,BabyBloom,18,125.08,221
SKU00807,HealthHub Freshener 1kg,Home Care,Freshener,HealthHub,18,44.48,64.72
SKU00808,DailyDairy Namkeen 200ml,Snacks,Namkeen,DailyDairy,12,61.97,105.76
SKU00809,AquaFizz Cheese 250g,Dairy,Cheese,AquaFizz,5,201.29,335.06
SKU00810,BabyBloom Floor Cleaner 750ml,Home Care,Floor Cleaner,BabyBloom,18,93.08,135.99
SKU00811,AquaFizz Chips 250g,Snacks,Chips,AquaFizz,12,130.22,216.85
SKU00812,AquaFizz Powder 1L,Baby Care,Powder,AquaFizz,5,119.22,156.04
SKU00813,UrbanLeaf Floor Cleaner 200ml,Home Care,Floor Cleaner,UrbanLeaf,18,113.05,142.42
SKU00814,FrostBite Detergent 750ml,Home Care,Detergent,FrostBite,18,251.61,435.45
SKU00815,HealthHub Baby Lotion 100g,Baby Care,Baby Lotion,HealthHub,5,65.96,117.9
SKU00816,FreshCo Deodorant 200ml,Personal Care,Deodorant,FreshCo,18,25.59,38.08
SKU00817,CleanPro Juice Combo,Beverages,Juice,CleanPro,12,80.66,118.12
SKU00818,DailyDairy Chips Combo,Snacks,Chips,DailyDairy,12,47.56,65.38
SKU00819,UrbanLeaf Paneer 100g,Dairy,Paneer,UrbanLeaf,5,32.54,57.44
SKU00820,AquaFizz Chocolate 750ml,Snacks,Chocolate,AquaFizz,12,111.34,155.12
SKU00821,AquaFizz Butter 200ml,Dairy,Butter,AquaFizz,5,41.25,66.22
SKU00822,BabyBloom Juice 500g,Beverages,Juice,BabyBloom,12,14.07,23.9
SKU00823,DailyDairy Toothpaste 500g,Personal Care,Toothpaste,DailyDairy,18,80.77,121.08
SKU00824,Snackify Detergent Pack,Home Care,Detergent,Snackify,18,68.06,120.93
SKU00825,CleanPro Tissues 2L,Home Care,Tissues,CleanPro,18,56.73,82.32
SKU00826,DailyDairy Curd 500g,Dairy,Curd,DailyDairy,5,18.29,30.67
SKU00827,Nestora Deodorant 1kg,Personal Care,Deodorant,Nestora,18,90.46,123.73
SKU00828,AquaFizz Paneer 200ml,Dairy,Paneer,AquaFizz,5,158.58,240.18
SKU00829,CleanPro Atta 2L,Groceries,Atta,CleanPro,5,30.43,49.73
SKU00830,Nestora Pulses 1L,Groceries,Pulses,Nestora,5,83.19,115.56
SKU00831,Nestora Namkeen Pack,Snacks,Namkeen,Nestora,12,53.31,91.07
SKU00832,AquaFizz Meat 200ml,Frozen,Meat,AquaFizz,18,39.83,70.38
SKU00833,Nestora Spices 1kg,Groceries,Spices,Nestora,5,86.28,121.57
SKU00834,HealthHub Chocolate 750ml,Snacks,Chocolate,HealthHub,12,24.94,37.95
SKU00835,Nestora Soft Drink 500g,Beverages,Soft Drink,Nestora,12,149.19,187.87
SKU00836,AquaFizz Instant Noodles 500g,Snacks,Instant Noodles,AquaFizz,12,57.92,85.28
SKU00837,AquaFizz Meat 200ml,Frozen,Meat,AquaFizz,18,115.66,182.58
SKU00838,UrbanLeaf Milk 1L,Dairy,Milk,UrbanLeaf,5,51.46,68.91
SKU00839,FreshCo Deodorant 250g,Personal Care,Deodorant,FreshCo,18,38.53,68.88
SKU00840,AquaFizz Chocolate 2L,Snacks,Chocolate,AquaFizz,12,59.13,79.62
SKU00841,HealthHub Deodorant 250g,Personal Care,Deodorant,HealthHub,18,116.03,177.32
SKU00842,CleanPro Tissues Pack,Home Care,Tissues,CleanPro,18,149.33,187.44
SKU00843,BabyBloom Pulses Pack,Groceries,Pulses,BabyBloom,5,87.74,124.06
SKU00844,BabyBloom Juice 2L,Beverages,Juice,BabyBloom,12,112.16,189.77
SKU00845,CleanPro Coffee 500g,Beverages,Coffee,CleanPro,12,154.24,227.42
SKU00846,AquaFizz Diapers 200ml,Baby Care,Diapers,AquaFizz,5,61.34,105.59
SKU00847,FreshCo Freshener 500g,Home Care,Freshener,FreshCo,18,70.39,119.71
SKU00848,Nestora Shampoo 2L,Personal Care,Shampoo,Nestora,18,139.29,207.37
SKU00849,UrbanLeaf Tissues 100g,Home Care,Tissues,UrbanLeaf,18,94.21,125.84
SKU00850,UrbanLeaf Biscuits 200ml,Snacks,Biscuits,UrbanLeaf,12,72.15,122.32
SKU00851,DailyDairy Pulses Pack,Groceries,Pulses,DailyDairy,5,97.62,171.47
SKU00852,AquaFizz Wipes 750ml,Baby Care,Wipes,AquaFizz,5,28.08,38.87
SKU00853,AquaFizz Wipes 500g,Baby Care,Wipes,AquaFizz,5,82.55,106.6
SKU00854,FreshCo Milk 750ml,Dairy,Milk,FreshCo,5,60.47,103.67
SKU00855,DailyDairy Chips Combo,Snacks,Chips,DailyDairy,12,129.59,205.34
SKU00856,Snackify Ready Meals 1L,Frozen,Ready Meals,Snackify,18,156.58,218.1
SKU00857,Nestora Pulses 100g,Groceries,Pulses,Nestora,5,60.29,81.08
SKU00858,DailyDairy Frozen Veg 250g,Frozen,Frozen Veg,DailyDairy,18,92.52,140.94
SKU00859,Snackify Floor Cleaner 100g,Home Care,Floor Cleaner,Snackify,18,94.47,166.26
SKU00860,DailyDairy Soft Drink Combo,Beverages,Soft Drink,DailyDairy,12,124.33,166.84
SKU00861,CleanPro Skin Care 200ml,Personal Care,Skin Care,CleanPro,18,74.53,122.77
SKU00862,FreshCo Juice 250g,Beverages,Juice,FreshCo,12,105.61,146.71
SKU00863,DailyDairy Spices 200ml,Groceries,Spices,DailyDairy,5,33.16,52.24
SKU00864,HealthHub Instant Noodles Pack,Snacks,Instant Noodles,HealthHub,12,97.72,146.09
SKU00865,Nestora Tissues 1L,Home Care,Tissues,Nestora,18,516.91,807.17
SKU00866,FrostBite Chips 200ml,Snacks,Chips,FrostBite,12,91.18,120.75
SKU00867,CleanPro Frozen Veg 500g,Frozen,Frozen Veg,CleanPro,18,141.43,243.92
SKU00868,Nestora Curd 200ml,Dairy,Curd,Nestora,5,120.75,216.33
SKU00869,BabyBloom Coffee 250g,Beverages,Coffee,BabyBloom,12,33.25,50.65
SKU00870,FrostBite Curd 750ml,Dairy,Curd,FrostBite,5,144.18,212.2
SKU00871,AquaFizz Butter 750ml,Dairy,Butter,AquaFizz,5,71.96,29.56
SKU00872,HealthHub Chips 1L,Snacks,Chips,HealthHub,12,24.3,32.62
SKU00873,Nestora Detergent 200ml,Home Care,Detergent,Nestora,18,98.89,127.44
SKU00874,Snackify Tissues 1kg,Home Care,Tissues,Snackify,18,95.7,157.32
SKU00875,AquaFizz Rice 1kg,Groceries,Rice,AquaFizz,5,91.34,141.63
SKU00876,FrostBite Milk 200ml,Dairy,Milk,FrostBite,5,102.54,163.81
SKU00877,UrbanLeaf Ice Cream 1L,Frozen,Ice Cream,UrbanLeaf,18,371.2,469.89
SKU00878,BabyBloom Deodorant 1kg,Personal Care,Deodorant,BabyBloom,18,154.3,266.15
SKU00879,FreshCo Chocolate 250g,Snacks,Chocolate,FreshCo,12,45.71,73.92
